Longitude,Latitude,Sample No,Cu,Zn,Pb
73.779,24.045,45H16/028/S/14,27,56,24
73.799,24.045,45H16/029/S/14,37,54,27
73.818,24.045,45H16/030/S/14,48,74,26
73.838,24.045,45H16/031/S/14,51,69,39
73.858,24.045,45H16/032/S/14,31,82,31
73.877,24.045,45H16/033/S/14,32,68,27
73.897,24.045,45H16/034/S/14,30,69,22
73.917,24.045,45H16/035/S/14,32,62,29
73.936,24.045,45H16/036/S/14,75,74,25
73.956,24.045,45H16/037/S/14,24,68,23
73.975,24.045,45H16/038/S/14,22,44,19
73.995,24.045,45H16/039/S/14,28,58,19
73.759,24.063,45H16/040/S/14,48,80,32
73.779,24.063,45H16/041/S/14,17,60,22
73.799,24.063,45H16/042/S/14,22,41,17
73.818,24.063,45H16/043/S/14,36,62,25
73.838,24.063,45H16/044/S/14,20,54,26
73.858,24.063,45H16/045/S/14,24,86,29
73.877,24.063,45H16/046/S/14,23,60,17
73.897,24.063,45H16/047/S/14,28,67,31
73.917,24.063,45H16/048/S/14,31,74,23
73.936,24.063,45H16/049/S/14,43,74,23
73.956,24.063,45H16/050/S/14,36,55,30
73.975,24.063,45H16/051/S/14,35,104,57
73.995,24.063,45H16/052/S/14,32,98,44
73.759,24.081,45H16/053/S/14,22,54,45
73.779,24.081,45H16/054/S/14,21,55,35
73.799,24.081,45H16/055/S/14,18,61,25
73.818,24.081,45H16/056/S/14,20,72,38
73.838,24.081,45H16/057/S/14,26,91,49
73.858,24.081,45H16/058/S/14,14,65,28
73.877,24.081,45H16/059/S/14,26,63,21
73.897,24.081,45H16/060/S/14,25,74,38
73.917,24.081,45H16/061/S/14,20,76,50
73.936,24.081,45H16/062/S/14,20,48,27
73.956,24.081,45H16/063/S/14,11,44,21
73.975,24.081,45H16/064/S/14,13,57,33
73.995,24.081,45H16/065/S/14,9,45,19
73.759,24.100,45H16/066/S/14,29,50,131
73.779,24.100,45H16/067/S/14,20,64,29
73.799,24.100,45H16/068/S/14,16,72,31
73.818,24.100,45H16/069/S/14,27,86,31
73.838,24.100,45H16/070/S/14,19,72,28
73.858,24.100,45H16/071/S/14,10,47,27
73.877,24.100,45H16/072/S/14,20,66,26
73.897,24.100,45H16/073/S/14,44,85,38
73.917,24.100,45H16/074/S/14,27,58,20
73.936,24.100,45H16/075/S/14,17,46,19
73.956,24.100,45H16/076/S/14,18,53,29
73.975,24.100,45H16/077/S/14,25,46,24
73.995,24.100,45H16/078/S/14,23,66,23
73.759,24.117,45H16/079/S/14,28,57,36
73.779,24.117,45H16/080/S/14,35,83,28
73.799,24.117,45H16/081/S/14,30,85,34
73.818,24.117,45H16/082/S/14,25,76,28
73.838,24.117,45H16/083/S/14,31,81,32
73.858,24.117,45H16/084/S/14,21,66,24
73.877,24.117,45H16/085/S/14,26,60,25
73.897,24.117,45H16/086/S/14,30,68,34
73.917,24.117,45H16/087/S/14,21,53,21
73.936,24.117,45H16/088/S/14,23,66,20
73.956,24.117,45H16/089/S/14,14,46,22
73.975,24.117,45H16/090/S/14,20,73,23
73.995,24.117,45H16/091/S/14,21,74,28
73.759,24.135,45H16/092/S/14,40,108,92
73.779,24.135,45H16/093/S/14,48,80,34
73.799,24.135,45H16/094/S/14,28,76,27
73.818,24.135,45H16/095/S/14,27,68,31
73.838,24.135,45H16/096/S/14,19,70,28
73.858,24.135,45H16/097/S/14,14,62,21
73.877,24.135,45H16/098/S/14,19,53,22
73.897,24.135,45H16/099/S/14,18,62,35
73.917,24.135,45H16/100/S/14,11,49,26
73.936,24.135,45H16/101/S/14,16,48,25
73.956,24.135,45H16/102/S/14,18,70,26
73.975,24.135,45H16/103/S/14,29,75,24
73.995,24.135,45H16/104/S/14,16,56,26
73.759,24.153,45H16/105/S/14,37,91,30
73.779,24.153,45H16/106/S/14,19,72,23
73.799,24.153,45H16/107/S/14,24,70,25
73.818,24.153,45H16/108/S/14,11,51,26
73.838,24.153,45H16/109/S/14,21,71,29
73.858,24.153,45H16/110/S/14,17,58,28
73.877,24.153,45H16/111/S/14,11,52,25
73.897,24.153,45H16/112/S/14,32,75,44
73.917,24.153,45H16/113/S/14,19,150,66
73.936,24.153,45H16/114/S/14,15,54,24
73.956,24.153,45H16/115/S/14,24,62,18
73.975,24.153,45H16/116/S/14,20,60,26
73.995,24.153,45H16/117/S/14,23,99,43
73.759,24.172,45H16/118/S/14,22,76,25
73.779,24.172,45H16/119/S/14,19,60,20
73.799,24.172,45H16/120/S/14,20,73,27
73.818,24.172,45H16/121/S/14,22,69,18
73.838,24.172,45H16/122/S/14,19,58,23
73.858,24.172,45H16/123/S/14,24,48,23
73.877,24.172,45H16/124/S/14,13,40,28
73.897,24.172,45H16/125/S/14,16,282,112
73.917,24.172,45H16/126/S/14,27,395,202
73.936,24.172,45H16/127/S/14,19,64,11
73.956,24.172,45H16/128/S/14,24,60,26
73.975,24.172,45H16/129/S/14,23,76,23
73.995,24.172,45H16/130/S/14,23,64,20
73.759,24.190,45H16/131/S/14,22,61,24
73.779,24.190,45H16/132/S/14,21,93,42
73.799,24.190,45H16/133/S/14,18,85,31
73.818,24.190,45H16/134/S/14,19,67,25
73.838,24.190,45H16/135/S/14,23,92,27
73.858,24.190,45H16/136/S/14,15,60,22
73.877,24.190,45H16/137/S/14,22,67,26
73.897,24.190,45H16/138/S/14,27,173,119
73.917,24.190,45H16/139/S/14,20,280,129
73.936,24.190,45H16/140/S/14,23,53,21
73.956,24.190,45H16/141/S/14,18,69,24
73.975,24.190,45H16/142/S/14,34,70,19
73.995,24.190,45H16/143/S/14,68,69,20
73.759,24.208,45H16/144/S/14,25,76,27
73.779,24.208,45H16/145/S/14,19,68,19
73.799,24.208,45H16/146/S/14,24,71,26
73.818,24.208,45H16/147/S/14,19,70,29
73.838,24.208,45H16/148/S/14,18,65,30
73.858,24.208,45H16/149/S/14,15,61,27
73.877,24.208,45H16/150/S/14,16,51,29
73.897,24.208,45H16/151/S/14,26,154,106
73.917,24.208,45H16/152/S/14,24,107,52
73.936,24.208,45H16/153/S/14,25,59,29
73.956,24.208,45H16/154/S/14,19,45,25
73.975,24.208,45H16/155/S/14,44,62,29
73.995,24.208,45H16/156/S/14,19,76,34
73.759,24.226,45H16/157/S/14,52,62,26
73.779,24.226,45H16/158/S/14,19,77,30
73.799,24.226,45H16/159/S/14,19,73,25
73.818,24.226,45H16/160/S/14,21,81,25
73.838,24.226,45H16/161/S/14,18,51,31
73.858,24.226,45H16/162/S/14,21,60,27
73.877,24.226,45H16/163/S/14,32,82,52
73.897,24.226,45H16/164/S/14,29,157,115
73.917,24.226,45H16/165/S/14,28,75,34
73.936,24.226,45H16/166/S/14,45,74,44
73.956,24.226,45H16/167/S/14,33,64,22
73.975,24.226,45H16/168/S/14,58,149,41
73.995,24.226,45H16/169/S/14,44,63,22
73.759,24.244,45H16/170/S/14,28,52,21
73.779,24.244,45H16/171/S/14,32,65,25
73.799,24.244,45H16/172/S/14,32,63,21
73.818,24.244,45H16/173/S/14,37,54,16
73.838,24.244,45H16/174/S/14,18,50,26
73.858,24.244,45H16/175/S/14,20,74,37
73.877,24.244,45H16/176/S/14,25,82,41
73.897,24.244,45H16/177/S/14,38,103,75
73.917,24.244,45H16/178/S/14,43,65,23
73.936,24.244,45H16/179/S/14,32,60,25
73.956,24.244,45H16/180/S/14,20,49,11
73.975,24.244,45H16/181/S/14,61,73,29
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
